-4;-4;32
-3.9;-4;33.11983006
-3.8;-4;37.34983006
-3.7;-4;42.78016994
-3.6;-4;47.05016994
-3.5;-4;48.25
-3.4;-4;45.65016994
-3.3;-4;39.98016994
-3.2;-4;33.14983006
-3.1;-4;27.51983006
-3;-4;25
-2.9;-4;26.31983006
-2.8;-4;30.74983006
-2.7;-4;36.38016994
-2.6;-4;40.85016994
-2.5;-4;42.25
-2.4;-4;39.85016994
-2.3;-4;34.38016994
-2.2;-4;27.74983006
-2.1;-4;22.31983006
-2;-4;20
-1.9;-4;21.51983006
-1.8;-4;26.14983006
-1.7;-4;31.98016994
-1.6;-4;36.65016994
-1.5;-4;38.25
-1.4;-4;36.05016994
-1.3;-4;30.78016994
-1.2;-4;24.34983006
-1.1;-4;19.11983006
-1;-4;17
-0.9;-4;18.71983006
-0.8;-4;23.54983006
-0.7;-4;29.58016994
-0.6;-4;34.45016994
-0.5;-4;36.25
-0.4;-4;34.25016994
-0.3;-4;29.18016994
-0.2;-4;22.94983006
-0.1;-4;17.91983006
2.41474E-15;-4;16
0.1;-4;17.91983006
0.2;-4;22.94983006
0.3;-4;29.18016994
0.4;-4;34.25016994
0.5;-4;36.25
0.6;-4;34.45016994
0.7;-4;29.58016994
0.8;-4;23.54983006
0.9;-4;18.71983006
1;-4;17
1.1;-4;19.11983006
1.2;-4;24.34983006
1.3;-4;30.78016994
1.4;-4;36.05016994
1.5;-4;38.25
1.6;-4;36.65016994
1.7;-4;31.98016994
1.8;-4;26.14983006
1.9;-4;21.51983006
2;-4;20
2.1;-4;22.31983006
2.2;-4;27.74983006
2.3;-4;34.38016994
2.4;-4;39.85016994
2.5;-4;42.25
2.6;-4;40.85016994
2.7;-4;36.38016994
2.8;-4;30.74983006
2.9;-4;26.31983006
3;-4;25
3.1;-4;27.51983006
3.2;-4;33.14983006
3.3;-4;39.98016994
3.4;-4;45.65016994
3.5;-4;48.25
3.6;-4;47.05016994
3.7;-4;42.78016994
3.8;-4;37.34983006
3.9;-4;33.11983006
4;-4;32
-4;-3.9;33.11983006
-3.9;-3.9;34.23966011
-3.8;-3.9;38.46966011
-3.7;-3.9;43.9
-3.6;-3.9;48.17
-3.5;-3.9;49.36983006
-3.4;-3.9;46.77
-3.3;-3.9;41.1
-3.2;-3.9;34.26966011
-3.1;-3.9;28.63966011
-3;-3.9;26.11983006
-2.9;-3.9;27.43966011
-2.8;-3.9;31.86966011
-2.7;-3.9;37.5
-2.6;-3.9;41.97
-2.5;-3.9;43.36983006
-2.4;-3.9;40.97
-2.3;-3.9;35.5
-2.2;-3.9;28.86966011
-2.1;-3.9;23.43966011
-2;-3.9;21.11983006
-1.9;-3.9;22.63966011
-1.8;-3.9;27.26966011
-1.7;-3.9;33.1
-1.6;-3.9;37.77
-1.5;-3.9;39.36983006
-1.4;-3.9;37.17
-1.3;-3.9;31.9
-1.2;-3.9;25.46966011
-1.1;-3.9;20.23966011
-1;-3.9;18.11983006
-0.9;-3.9;19.83966011
-0.8;-3.9;24.66966011
-0.7;-3.9;30.7
-0.6;-3.9;35.57
-0.5;-3.9;37.36983006
-0.4;-3.9;35.37
-0.3;-3.9;30.3
-0.2;-3.9;24.06966011
-0.1;-3.9;19.03966011
2.41474E-15;-3.9;17.11983006
0.1;-3.9;19.03966011
0.2;-3.9;24.06966011
0.3;-3.9;30.3
0.4;-3.9;35.37
0.5;-3.9;37.36983006
0.6;-3.9;35.57
0.7;-3.9;30.7
0.8;-3.9;24.66966011
0.9;-3.9;19.83966011
1;-3.9;18.11983006
1.1;-3.9;20.23966011
1.2;-3.9;25.46966011
1.3;-3.9;31.9
1.4;-3.9;37.17
1.5;-3.9;39.36983006
1.6;-3.9;37.77
1.7;-3.9;33.1
1.8;-3.9;27.26966011
1.9;-3.9;22.63966011
2;-3.9;21.11983006
2.1;-3.9;23.43966011
2.2;-3.9;28.86966011
2.3;-3.9;35.5
2.4;-3.9;40.97
2.5;-3.9;43.36983006
2.6;-3.9;41.97
2.7;-3.9;37.5
2.8;-3.9;31.86966011
2.9;-3.9;27.43966011
3;-3.9;26.11983006
3.1;-3.9;28.63966011
3.2;-3.9;34.26966011
3.3;-3.9;41.1
3.4;-3.9;46.77
3.5;-3.9;49.36983006
3.6;-3.9;48.17
3.7;-3.9;43.9
3.8;-3.9;38.46966011
3.9;-3.9;34.23966011
4;-3.9;33.11983006
-4;-3.8;37.34983006
-3.9;-3.8;38.46966011
-3.8;-3.8;42.69966011
-3.7;-3.8;48.13
-3.6;-3.8;52.4
-3.5;-3.8;53.59983006
-3.4;-3.8;51
-3.3;-3.8;45.33
-3.2;-3.8;38.49966011
-3.1;-3.8;32.86966011
-3;-3.8;30.34983006
-2.9;-3.8;31.66966011
-2.8;-3.8;36.09966011
-2.7;-3.8;41.73
-2.6;-3.8;46.2
-2.5;-3.8;47.59983006
-2.4;-3.8;45.2
-2.3;-3.8;39.73
-2.2;-3.8;33.09966011
-2.1;-3.8;27.66966011
-2;-3.8;25.34983006
-1.9;-3.8;26.86966011
-1.8;-3.8;31.49966011
-1.7;-3.8;37.33
-1.6;-3.8;42
-1.5;-3.8;43.59983006
-1.4;-3.8;41.4
-1.3;-3.8;36.13
-1.2;-3.8;29.69966011
-1.1;-3.8;24.46966011
-1;-3.8;22.34983006
-0.9;-3.8;24.06966011
-0.8;-3.8;28.89966011
-0.7;-3.8;34.93
-0.6;-3.8;39.8
-0.5;-3.8;41.59983006
-0.4;-3.8;39.6
-0.3;-3.8;34.53
-0.2;-3.8;28.29966011
-0.1;-3.8;23.26966011
2.41474E-15;-3.8;21.34983006
0.1;-3.8;23.26966011
0.2;-3.8;28.29966011
0.3;-3.8;34.53
0.4;-3.8;39.6
0.5;-3.8;41.59983006
0.6;-3.8;39.8
0.7;-3.8;34.93
0.8;-3.8;28.89966011
0.9;-3.8;24.06966011
1;-3.8;22.34983006
1.1;-3.8;24.46966011
1.2;-3.8;29.69966011
1.3;-3.8;36.13
1.4;-3.8;41.4
1.5;-3.8;43.59983006
1.6;-3.8;42
1.7;-3.8;37.33
1.8;-3.8;31.49966011
1.9;-3.8;26.86966011
2;-3.8;25.34983006
2.1;-3.8;27.66966011
2.2;-3.8;33.09966011
2.3;-3.8;39.73
2.4;-3.8;45.2
2.5;-3.8;47.59983006
2.6;-3.8;46.2
2.7;-3.8;41.73
2.8;-3.8;36.09966011
2.9;-3.8;31.66966011
3;-3.8;30.34983006
3.1;-3.8;32.86966011
3.2;-3.8;38.49966011
3.3;-3.8;45.33
3.4;-3.8;51
3.5;-3.8;53.59983006
3.6;-3.8;52.4
3.7;-3.8;48.13
3.8;-3.8;42.69966011
3.9;-3.8;38.46966011
4;-3.8;37.34983006
-4;-3.7;42.78016994
-3.9;-3.7;43.9
-3.8;-3.7;48.13
-3.7;-3.7;53.56033989
-3.6;-3.7;57.83033989
-3.5;-3.7;59.03016994
-3.4;-3.7;56.43033989
-3.3;-3.7;50.76033989
-3.2;-3.7;43.93
-3.1;-3.7;38.3
-3;-3.7;35.78016994
-2.9;-3.7;37.1
-2.8;-3.7;41.53
-2.7;-3.7;47.16033989
-2.6;-3.7;51.63033989
